country,Emissions_per_capita,GDP_per_capita
Afghanistan,0.1941546769485122,1290.9438766168412
Africa,1.1053194237526125,
Africa (GCP),,
Aland Islands,,
Albania,1.5716457747321613,5966.018977241518
Algeria,3.279488678186284,8197.893060851473
American Samoa,,
Andorra,5.295768829571084,
Angola,0.7117543627305318,2642.254768912717
Anguilla,8.975861489347697,
Antarctica,,
Antigua and Barbuda,4.181962864027573,
Argentina,3.9188906471768052,14850.33334113889
Armenia,1.7792373174713756,8040.367303274839
Aruba,14.026079624130656,
Asia,2.940943232571896,
Asia (GCP),,
Asia (excl. China and India),,
Australia,17.01997754096597,35505.671964028195
Austria,7.98072549655787,33033.662760280335
Azerbaijan,4.833770932600256,8999.947663378824
Bahamas,7.010510895873683,
Bahrain,23.605709994436904,19724.27098910891
Bangladesh,0.2603124727766917,1849.3349242915901
Barbados,4.157517984203901,12432.890384591614
Belarus,7.3892428178397305,12226.685447743354
Belgium,10.940710888737577,31826.634863822674
Belize,1.5600622144227372,
Benin,0.29680865351338953,1793.0579448372218
Bermuda,8.961553527872312,
Bhutan,0.6806548520480862,
Bolivia,1.3136852448041094,4233.030968778728
Bonaire Sint Eustatius and Saba,5.142853518771246,
Bosnia and Herzegovina,4.1933628441753905,7304.635924843752
Botswana,1.9430503463126894,7939.891031211338
Brazil,1.8729602960806508,10612.440078312635
British Virgin Islands,5.691764996384744,
Brunei,17.838333131179272,
Bulgaria,7.2477138847205,11393.267095962789
Burkina Faso,0.11100693756047172,1240.6285436031658
Burundi,0.0391694835163077,849.2660863464678
Cambodia,0.2944442513862094,2007.4261998069728
Cameroon,0.338449384265738,2335.8201421510626
Canada,16.713074747422098,35426.04841004309
Cape Verde,0.6644870366579171,3593.657173441658
Central African Republic,0.054775995781384236,986.1559454119327
Central America (GCP),,
Chad,0.07482702921963702,1066.2523643773472
Chile,3.3633255847874635,14658.490333341988
China,4.136043634246948,5891.8640643899835
Christmas Island,,
Colombia,1.668151275597842,9260.378457043382
Comoros,0.2047062933867409,1341.2529076262988
Congo,0.5950898287732326,4407.193593923503
Cook Islands,3.1698285240780826,
Costa Rica,1.3308351876108184,9487.64617379066
Cote d'Ivoire,0.44075208364282775,2727.4381189704072
Croatia,4.338139721077259,14241.92425423284
Cuba,2.524106028137785,5091.201836814936
Curacao,32.264924195730345,
Cyprus,6.374166486632491,17361.932500767758
Czechia,13.161423451792684,18914.03147118666
Democratic Republic of Congo,0.058380270072786296,745.8345280831248
Denmark,9.64421012956639,36245.31997120075
Djibouti,0.5720284260615918,2182.1085442919466
Dominica,1.542452471023732,6057.946358533621
Dominican Republic,1.8714281643141628,7261.650060440681
Ecuador,2.0456374930583276,7722.028982387293
Egypt,1.8142852360205415,6639.173656628831
El Salvador,0.8290932133120554,5337.59926081846
Equatorial Guinea,3.3021910521365276,12040.004592471718
Eritrea,0.2221380014356957,
Estonia,15.810525358412107,18637.08537621288
Eswatini,0.8859952504432349,5057.14828868507
Ethiopia,0.07481818281642598,998.012834851236
Europe,9.030208280137229,
Europe (GCP),,
Europe (excl. EU-27),,
Europe (excl. EU-28),,
European Union (27),,
European Union (27) (GCP),,
European Union (28),,
Faeroe Islands,13.042078681337841,
Falkland Islands,,
Fiji,1.0998982501074104,
Finland,10.551110736574698,30753.20278691845
France,6.5759716576895855,32686.41705280236
French Guiana,3.9074300419172863,
French Polynesia,2.578456394887103,
Gabon,4.192642765623498,10877.461828247442
Gambia,0.20437513635056834,1387.4148157765198
Georgia,2.062124032374678,9839.007779984637
Germany,11.225706381011971,33268.849846463265
Ghana,0.35717604642655876,2218.354188970829
Greece,7.7548269799724965,20021.807181630582
Greenland,10.128631419228256,
Grenada,1.6444726609046068,
Guadeloupe,4.682376739725491,
Guatemala,0.7471625923751908,5993.3676502667795
Guernsey,,
Guinea,0.20280656179383688,998.3030777986421
Guinea-Bissau,0.16469555326072816,1245.5480148092104
Guyana,2.301315912295959,
Haiti,0.18170060222037598,1583.7178907600644
High-income countries,11.955402565111816,
Honduras,0.7753538554476676,3427.143440705673
Hong Kong,5.296057666102898,33059.312744115436
Hungary,6.153198311157094,14935.883262572523
Iceland,9.411353053771007,32647.376751903343
India,1.040711839145875,3038.339268360025
Indonesia,1.3880975207452326,6014.077904163331
International transport,,
Iran,5.627932429769037,10597.563239900255
Iraq,3.531714713007083,6729.584815590507
Ireland,9.309553015269875,34710.98947534097
Isle of Man,,
Israel,7.931001197953358,24246.50178394197
Italy,7.151816015780781,29730.483370745413
Jamaica,3.201698753505433,6374.546762101608
Japan,9.184147064972649,31548.42953263114
Jersey,,
Jordan,2.9166123376696436,8164.369288856648
Kazakhstan,14.024081226017174,14403.064069802827
Kenya,0.2821243600269613,2151.516880564425
Kiribati,0.43439521767145434,
Kosovo,4.533571160303798,
Kuwait,32.61888670793341,41430.09209794512
Kuwaiti Oil Fires (GCP),,
Kyrgyzstan,2.3851973671282307,4274.8474881668035
Laos,0.5974515212116079,2758.0570985804234
Latvia,4.987459663213194,15179.121373775848
Lebanon,3.2972472671581,9165.342387365996
Lesotho,1.0187216830493413,1922.5990947489902
Liberia,0.25661411589000854,1472.2268635358405
Libya,8.951059738160636,11071.00157238809
Liechtenstein,5.781056844364194,
Lithuania,5.978326906933195,15125.926254358086
Low-income countries,0.4882548126408564,
Lower-middle-income countries,1.2860496806290098,
Luxembourg,22.52472635309832,44430.0355588108
Macao,2.84670893715015,
Madagascar,0.10721933747535814,1252.681913012834
Malawi,0.0770615869553659,989.0736449947092
Malaysia,5.469503679351871,13221.588512352511
Maldives,1.744281496010087,
Mali,0.10196642670986357,1159.8201548759384
Malta,5.367180278979647,18486.943986851682
Marshall Islands,2.363458522986654,
Martinique,4.852070814926326,
Mauritania,0.6132267113629989,2089.972486958407
Mauritius,2.1049638732470632,13367.150482859075
Mayotte,0.8158047689101335,
Mexico,4.004695730231319,12365.020372141875
Micronesia (country),1.3482027008642548,
Middle East (GCP),,
Moldova,3.6386323004582457,6049.233557059844
Mongolia,6.11304795280433,4963.92319110434
Montenegro,2.9934744358046084,9177.599823780623
Montserrat,5.550922151060383,
Morocco,1.2774602639031303,5332.167347057737
Mozambique,0.13167677974288253,1276.8792592900645
Myanmar,0.25226986198444684,2555.468654323605
Namibia,1.1998823629672253,7058.269608588333
Nauru,9.213970830626417,
Nepal,0.1519304342637036,1660.2600082756733
Netherlands,10.376963527884744,35016.997778937635
Netherlands Antilles,,
New Caledonia,11.75424067767041,
New Zealand,7.631432953920379,26635.3926362199
Nicaragua,0.6775641836621893,3052.452337889271
Niger,0.08587313639801107,818.3870305845761
Nigeria,0.6180907775745381,3029.909756271704
Niue,2.9558125518519085,
Non-OECD (GCP),,
North America,13.33553415419028,
North America (GCP),,
North America (excl. USA),,
North Korea,3.886833342197411,1774.9392481548434
North Macedonia,5.192590281970972,9335.480092040627
Norway,8.674782966252346,52910.95258345786
OECD (GCP),,
Oceania,11.616823911133444,
Oceania (GCP),,
Oman,10.869157354844832,23811.636529518477
Pakistan,0.6874306302058736,3289.307051792361
Palau,11.94846308651884,
Palestine,0.5225008245700505,4742.531364214789
Panama,1.9763660518140862,10988.039812039675
Papua New Guinea,0.6321324882399139,
Paraguay,0.7666750563056723,6530.280186089185
Peru,1.2707993938794324,7250.8200237778765
Philippines,0.8597048530813844,4804.092597388693
Poland,9.468237683962021,14198.065347903901
Portugal,4.800148803319929,20493.610270000572
Puerto Rico,,24835.90804768028
Qatar,45.29870160199985,64331.09011121638
Reunion,3.5061883963102165,
Romania,5.7397595028558825,10041.287721139175
Russia,12.516204435632032,15239.09052437385
Rwanda,0.07988911155776235,1317.012657289698
Saint Helena,1.667321507373992,
Saint Kitts and Nevis,3.509451470486381,
Saint Lucia,1.9965037602690554,6704.427355355093
Saint Martin (French part),,
Saint Pierre and Miquelon,10.01981227189043,
Saint Vincent and the Grenadines,1.4263961457405157,
Samoa,0.7855346261900136,
Sao Tome and Principe,0.4728611414648443,2587.872748818041
Saudi Arabia,15.721645958879492,27396.07447954349
Senegal,0.5039604893080134,2194.964606811507
Serbia,6.161760946832159,9339.26832981741
Seychelles,3.673472731713759,13636.374624307156
Sierra Leone,0.11520124451896788,1261.1887278521845
Singapore,10.967646268653995,38629.14649057939
Sint Maarten (Dutch part),24.94444461623545,
Slovakia,8.530788870378752,16828.73251929879
Slovenia,7.597228984205699,22082.74412227599
Solomon Islands,0.5257276365202193,
Somalia,0.07600281332490562,
South Africa,8.443837229845563,8289.356315549763
South America,2.3341873274086127,
South America (GCP),,
South Korea,8.850942733978627,21851.197316324153
South Sudan,0.10211748427145949,
Spain,6.266839479809352,24661.413833564213
Sri Lanka,0.5308019212119603,6089.0595915628355
St. Kitts-Nevis-Anguilla (GCP),,
Sudan,0.30332548813750854,
Suriname,4.2867564034882175,
Svalbard and Jan Mayen,,
Sweden,6.041691393932402,33762.67648214447
Switzerland,5.7541400262856275,44037.109764302666
Syria,2.60216481188169,7607.847318428541
Taiwan,8.987961885056755,25160.884964505527
Tajikistan,1.1032999333501425,3362.936178730276
Tanzania,0.1257340814357937,1404.6365696418181
Thailand,2.715754069999932,9719.12830315983
Timor,0.40081646668829835,
Togo,0.272067747574969,1206.2666897869558
Tonga,0.9447224260239673,
Trinidad and Tobago,21.43733352112657,19766.06103202872
Tunisia,1.9935655069552145,7392.3120748972615
Turkey,3.5373177457187355,12749.5896769589
Turkmenistan,9.848725620804727,9102.45528637246
Turks and Caicos Islands,7.211877574798785,
Tuvalu,0.6650385217382921,
Uganda,0.07308829198807107,1310.090432481595
Ukraine,8.563869219356231,8325.644390006542
United Arab Emirates,27.00738080143421,49299.288504954275
United Kingdom,8.789627464556807,30334.507248483074
United States,19.21245449475751,42916.94693304001
United States Virgin Islands,,
Upper-middle-income countries,4.549227333567434,
Uruguay,1.711327630434962,13152.32391414219
Uzbekistan,4.53805130087922,6548.173829279572
Vanuatu,0.4512916025247473,
Venezuela,5.718473807030286,14699.998375778874
Vietnam,1.1223592624338714,3146.106059525703
Wallis and Futuna,1.8062940370764833,
Western Sahara,,
World,4.401900684997112,11633.718911767339
Yemen,0.6933105847735189,3788.5741313570643
Zambia,0.3155132490441363,1965.9644207180093
Zimbabwe,1.0900708656307956,1888.8625439121977
